"N.Registro";"Tipo";"Categoría";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Central Reservas";"Posada Real";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"09/000339";"Casa Rural";"3ª - 3 Estrellas";"5 CELEMINES SUR";"Calle Las Eras s/n";"09610";"Burgos";"Ciruelos de Cervera";"BRIONGOS DE CERVERA";"BRIONGOS DE CERVERA";"639330761";"";"";"info@casasruralescincocelemines.com";"www.casasruralescincocelemines.com";"";"";"";"4";"-3,503071";"41,91623";"";
"05/000722";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"LA CASA DE LA HUERTA";"Calle ALDEHUELA 10";"05695";"Ávila";"Horcajada (La)";"HORCAJADA (LA)";"HORCAJADA (LA)";"630188217";"";"";"lacasadelahuerta@gmail.com";"www.lacasadelahuerta.com";"";"";"";"10";"-5,4631";"40,4359596";"";
"42/000228";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASA TRISKEL";"Calle LA FUENTE 17";"42317";"Soria";"Valdemaluque";"VALDEAVELLANO DE UCERO";"VALDEAVELLANO DE UCERO";"615488584";"696022714";"";"info@casatriskel.com";"www.casatriskel.com";"";"";"";"6";"-3,024272";"41,706871";"";
"47/000147";"Posada";"3ª - 3 Estrellas";"LA MESNADA";"Calle BUENAVISTA 2";"47410";"Valladolid";"Olmedo";"OLMEDO";"OLMEDO";"983601223";"629046108";"";"info@granposadalamesnada.com";"granposadalamesnada.com";"";"";"";"18";"-4,6867629";"41,2866426";"Si";
"09/000340";"Posada";"3ª - 3 Estrellas";"TORRE BERRUEZA";"Calle Nuño Rasura 5";"09560";"Burgos";"Espinosa de los Monteros";"ESPINOSA DE LOS MONTEROS";"ESPINOSA DE LOS MONTEROS";"947143822";"661651532";"";"info@torreberrueza.es";"www.torreberrueza.es";"";"";"";"15";"-3,548777";"43,076707";"";
"05/000725";"Posada";"3ª - 3 Estrellas";"VILLA MARÍA";"Calle LAS ESCUELAS S/N";"05430";"Ávila";"Adrada (La)";"ADRADA (LA)";"ADRADA (LA)";"918679196";"";"";"info@saloneslacabana.es";"www.lacabaña.es/e/Posada";"";"";"";"15";"-4,6365342";"40,2995582";"Si";
"05/000726";"Hotel Rural";"2ª - 2 Estrellas";"HOSPEDERIA DE LA TIA MARIA";"Calle AVILA 48";"05428";"Ávila";"Casillas";"CASILLAS";"CASILLAS";"918667203";"655150136";"";"";"";"";"";"";"21";"-4,5726335";"40,3237165";"";
"05/000727";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA CASA DEL KENDER";"Calle DEL CAÑO 4";"05693";"Ávila";"Umbrías";"CASAS DEL ABAD";"CASAS DEL ABAD";"606633505";"";"";"reservas@fantasiarural.es";"www.fantasiarural.es";"";"";"";"2";"-5,5892787";"40,3084337";"";
"40/000292";"Casa Rural";"3ª - 3 Estrellas";"PINILLOS";"Calle  GALACHOS 5";"40309";"Segovia";"Valseca";"VALSECA";"VALSECA";"609690626";"921494077";"609690626";"info@casaruralpinillos.com";"www.casaruralpinillos.com";"";"";"";"4";"-4,1759504";"40,9993146";"Si";
"24/000439";"Casa Rural de Alojamiento Compartido";"2ª - 2 Estrellas";"RIBERA DEL CANTERO";"Calle MANUEL COBO CALLEJA, 13";"24415";"León";"Ponferrada";"VALDECAÑADA";"VALDECAÑADA";"987791949";"";"";"riberadelcantero@gmail.com";"";"";"";"";"10";"-6,6001071";"42,5524717";"Si";
"47/000148";"Casa Rural";"4ª - 4 Estrellas";"EL OLMAR I";"Calle ALCALÁ 16";"47311";"Valladolid";"Canalejas de Peñafiel";"CANALEJAS DE PEÑAFIEL";"CANALEJAS DE PEÑAFIEL";"983892046";"645412139";"";"jesus.torre@hotmail.es";"";"";"";"";"8";"-4,115414";"41,523701";"Si";
"47/000149";"Casa Rural";"4ª - 4 Estrellas";"EL OLMAR II";"Calle ALCALÁ 16";"47311";"Valladolid";"Canalejas de Peñafiel";"CANALEJAS DE PEÑAFIEL";"CANALEJAS DE PEÑAFIEL";"983892046";"645412139";"";"jesus.torre@hotmail.es";"";"";"";"";"8";"-4,115395";"41,523752";"Si";
"49/000189";"Posada";"4ª - 4 Estrellas";"DOÑA URRACA";"Calle C/ REQUEJOS 272";"49220";"Zamora";"Fermoselle";"FERMOSELLE";"FERMOSELLE";"679995602";"";"";"reservas@posadadedonaurraca.com";"www.posadadonaurraca.es";"";"";"";"38";"-6,389324";"41,319543";"Si";
"49/000190";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"LA TI ISABEL";"Calle Real 81";"49593";"Zamora";"Manzanal de Arriba";"FOLGOSO DE LA CARBALLEDA";"FOLGOSO DE LA CARBALLEDA";"606291314";"";"";"elena@zamorarural.es";"www.zamorarural.es";"";"";"";"4";"-6,4891667";"41,9377778";"Si";
"24/000440";"Casa Rural de Alojamiento Compartido";"3ª - 3 Estrellas";"LAS PREGANCIAS";"Calle CURRIELLO 3";"24152";"León";"Vegaquemada";"LUGAN";"LUGAN";"636334335";"";"";"INFORMACION@LASPREGANCIAS.ES";"";"";"";"";"10";"-5,3340143";"42,7699019";"Si";
"09/000344";"Hotel Rural";"2ª - 2 Estrellas";"LA HENERA";"Calle La Iglesia 4";"09199";"Burgos";"Barrios de Colina";"SAN JUAN DE ORTEGA";"SAN JUAN DE ORTEGA";"947409935";"606198734";"";"manuel@sanjuandeortega.es";"www.sanjuandeortega.es";"";"";"";"20";"-3,436035";"42,375485";"Si";
"05/000728";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"EL SALÓN DE BAILE";"Plaza DEL CAUDILLO";"05120";"Ávila";"Navarredondilla";"NAVARREDONDILLA";"NAVARREDONDILLA";"920206204";"685886664";"";"";"www.casasgredos.com";"";"";"";"9";"-4,8212905";"40,4542657";"";
"05/000729";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"LA NAVA I";"Calle FUENTE 4";"05697";"Ávila";"Nava del Barco";"NAVA DEL BARCO";"NAVA DEL BARCO";"665651910";"920340839";"";"";"www.vivegredos.com";"";"";"";"10";"-5,5406076";"40,2939752";"";
"05/000730";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"LA NAVA II";"Calle PUENTE 1";"05697";"Ávila";"Nava del Barco";"NAVA DEL BARCO";"NAVA DEL BARCO";"665651910";"920340839";"";"";"www.vivegredos.com";"";"";"";"6";"-5,5406076";"40,2939752";"";
"42/000231";"Hotel Rural";"3ª - 3 Estrellas";"LA CASA DEL DIEZMO";"Calle LA IGLESIA 10";"42162";"Soria";"Buitrago";"BUITRAGO";"BUITRAGO";"975052872";"675807741";"";"info@lacasadeldiezmo.com";"www.lacasadeldiezmo.com";"";"";"";"24";"-2,409077";"41,8475109";"Si";
"24/000441";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"EL PAJAR DE INES";"Calle NERVIO 2";"24436";"León";"Vega de Espinareda";"SAN MARTIN DE MOREDA";"SAN MARTIN DE MOREDA";"987568408";"661262004";"";"elpajardeines@gmail.com";"";"";"";"";"4";"-6,7134952";"42,7311794";"Si";
"05/000738";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"LA CASA DE LA ABUELA";"Calle REAL 11";"05412";"Ávila";"San Esteban del Valle";"SAN ESTEBAN DEL VALLE";"SAN ESTEBAN DEL VALLE";"664453507";"";"";"info@casadelaabuela.es";"www.casadelaabuela.es";"";"";"";"10";"-4,979927";"40,277233";"Si";
"05/000739";"Casa Rural de Alojamiento Compartido";"4ª - 4 Estrellas";"LAS TENADAS";"Calle RIBERA DEL CORNEJA S/N";"05514";"Ávila";"Bonilla de la Sierra";"BONILLA DE LA SIERRA";"BONILLA DE LA SIERRA";"920362570";"637703300";"637703304";"lastenadasrural@gmail.com";"";"";"";"";"10";"-5,2650506";"40,5301689";"Si";
"09/000349";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL RINCÓN DEL TIRABEQUE";"Calle La Iglesia, 5";"09340";"Burgos";"Lerma";"RUYALES DEL AGUA";"RUYALES DEL AGUA";"626093170";"";"";"eltirabeque@hotmail.com";"www.eltirabequecasarural.es";"";"";"";"2";"-3,804696";"42,035836";"Si";
"40/000295";"Casa Rural";"4ª - 4 Estrellas";"EL PALOMAR I";"Camino PALOMAR SN";"40421";"Segovia";"Ortigosa del Monte";"ORTIGOSA DEL MONTE";"ORTIGOSA DEL MONTE";"650455108";"";"";"info@lascasasdelpalomar.es";"www.lascasadelpalomar.es";"";"";"";"6";"-4,1727592";"40,8380182";"Si";
"40/000296";"Casa Rural";"4ª - 4 Estrellas";"EL PALOMAR II";"Calle PALOMAR SN";"40421";"Segovia";"Ortigosa del Monte";"ORTIGOSA DEL MONTE";"ORTIGOSA DEL MONTE";"650455108";"650455108";"";"info@lascasasdelpalomar.es";"www.lascasasdelpalomar.es";"";"";"";"8";"-4,1727592";"40,8380182";"Si";
"47/000150";"Casa Rural";"3ª - 3 Estrellas";"LA CASONA DE LOS COMUNEROS";"Calle COSTANILLA 4";"47111";"Valladolid";"Villalar de los Comuneros";"VILLALAR DE LOS COMUNEROS";"VILLALAR DE LOS COMUNEROS";"607896911";"619763238";"";"";"";"";"";"";"10";"-5,1392621";"41,5508372";"";
"37/000463";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"3 EN RAYA";"Avenida  18 DE JULIO, C/ TERCERA, S/N";"37530";"Salamanca";"Serradilla del Llano";"SERRADILLA DEL LLANO";"SERRADILLA DEL LLANO";"677500818";"610679543";"";"casarural3enraya@hotmail.com";"www.casarural3enraya.com/";"";"";"";"10";"-6,3573881";"40,5004261";"";
"37/000464";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL MOLINO DE ALDEARRUBIA";"Calle SALAMANCA 1";"37340";"Salamanca";"Aldearrubia";"ALDEARRUBIA";"ALDEARRUBIA";"923363185";"664310122";"";"info@elmolinodealdearrubia.com";"www.elmolinodealdearrubia.com";"";"";"";"6";"-5,5004604";"41,006502";"";
"05/000742";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LAS CASITAS I";"Calle PARAMERA 5";"05110";"Ávila";"Barraco (El)";"BARRACO (EL)";"BARRACO (EL)";"637331434";"637331434";"";"mayteku@yahoo.es";"";"";"";"";"6";"-4,645007";"40,4796567";"Si";
"05/000743";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LAS CASITAS II";"Calle PARAMERA 5";"05110";"Ávila";"Barraco (El)";"BARRACO (EL)";"BARRACO (EL)";"637331434";"";"";"mayteku@yahoo.es";"";"";"";"";"6";"-4,645007";"40,4796567";"Si";
"05/000745";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA CASA DEL CACHARRERO";"Calle SOMOZA 20";"05500";"Ávila";"Piedrahíta";"PIEDRAHITA";"PIEDRAHITA";"616033960";"";"";"puri@flypiedrahita.com";"www.flypiedrahita.com";"";"";"";"8";"-5,3180556";"40,4522222";"Si";
"34/000242";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"FINCA SANTA EUFEMIA CASA DE LA ERA";"Carretera DE CERVERA P-227";"34486";"Palencia";"Olmos de Ojeda";"OLMOS DE OJEDA";"OLMOS DE OJEDA";"979142414";"639644774";"";"fincasantaeufemia@gmail.com";"www.lagranjasantaeufemia.com";"";"";"";"5";"-4,424281";"42,7301";"Si";
"40/000298";"Casa Rural";"3ª - 3 Estrellas";"VILLA CRESCENCIA";"Calle  PROCESIONES LARGAS 10";"40242";"Segovia";"Cuéllar";"CAMPO DE CUELLAR";"CAMPO DE CUELLAR";"921155243";"654723140";"";"";"";"";"";"";"9";"-4,3669614";"41,3137337";"Si";
"05/000746";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL REFUGIO DE HEDA";"Calle LAFUENTE 3";"05632";"Ávila";"San Juan de Gredos";"SAN BARTOLOME DE TORMES";"SAN BARTOLOME DE TORMES";"650298749";"";"";"refugioheda@gmail.com";"www.elrefugiodeheda.com";"";"";"";"6";"-5,2662123";"40,3765164";"";
"37/000467";"Hotel Rural";"3ª - 3 Estrellas";"EL CORRALON DE PERAHUY";"Plaza PERAHUY 11-17";"37449";"Salamanca";"Galindo y Perahuy";"GALINDO Y PERAHUY";"GALINDO Y PERAHUY";"923080892";"620340390";"";"elcorralondeperahuy@hotmail.es";"";"";"";"";"12";"-5,8675063";"40,9421049";"Si";
"05/000747";"Hotel Rural";"3ª - 3 Estrellas";"EL ARCA DE NOE";"Calle ARCA DE NOE 10";"05270";"Ávila";"Tiemblo (El)";"PUENTE NUEVO";"PUENTE NUEVO";"610251891";"610257321";"";"laura@hotelarcadenoe.es";"www.hotelarcadenoe.es";"";"";"";"16";"-4,43682";"40,412556";"";
"24/000444";"Casa Rural de Alquiler";"1ª - 1 Estrella";"PICON";"Calle TESO, 2-4";"24439";"León";"Sancedo";"OCERO";"OCERO";"659147980";"987568683";"";"lucia@turismoatuaire.com";"www.turismoatuaire.com";"";"";"";"8";"-6,6360033";"42,6657443";"Si";
"24/000447";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"LA MAJADA DE PEÑACORADA I";"Calle LA VALLEJA s/n";"24813";"León";"Cistierna";"FUENTES DE PEÑACORADA";"FUENTES DE PEÑACORADA";"630930577";"";"";"JESUSFDEZ@LAMAJADADEPENACORADA.COM";"www.lamajadadepeñacorada.com";"";"";"";"4";"-5,1257848";"42,7914202";"Si";
"05/000748";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"CASA DEL SOL";"Calle ANDRINAL 1";"05633";"Ávila";"San Juan de Gredos";"NAVACEPEDA DE TORMES";"NAVACEPEDA DE TORMES";"646500626";"920220797";"";"gredoscasadelsol@gmail.com";"www.gredoscasadelsol.com";"";"";"";"6";"-5,2503663";"40,3598249";"";
"40/000301";"Casa Rural";"3ª - 3 Estrellas";"LA HERRADURA";"Calle  TUREGANO 23";"40181";"Segovia";"Turégano";"CARRASCAL";"CARRASCAL";"921425477";"673748573";"";"";"";"";"";"";"8";"-3,9871998";"41,0959692";"Si";
"09/000351";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL PESEBRE DE ATAPUERCA";"Calle La Iglesia 16";"09199";"Burgos";"Atapuerca";"ATAPUERCA";"ATAPUERCA";"645109032";"";"";"";"www.juntoaburgos.com";"";"";"";"10";"-3,5077778";"42,3775";"Si";
"05/000750";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"EL MOLINERO IV";"Calle SAN PEDRO 14";"05697";"Ávila";"Navatejares";"CABEZAS ALTAS";"CABEZAS ALTAS";"620842595";"";"";"";"";"";"";"";"2";"-5,5429753";"40,3144442";"Si";
"42/000236";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"PINARES DE SORIA";"Calle JUAN CARLOS I 18";"42156";"Soria";"Molinos de Duero";"MOLINOS DE DUERO";"MOLINOS DE DUERO";"659176394";"";"";"pinaresdesoria@hotmail.com";"www.pinaresdesoria.com";"";"";"";"7";"-2,787177";"41,886571";"";
"05/000751";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"CASA NARANJA";"Calle MANADERO 26";"05240";"Ávila";"Navalperal de Pinares";"NAVALPERAL DE PINARES";"NAVALPERAL DE PINARES";"606920882";"918980798";"";"casaruralnaranja@hotmail.com";"";"";"";"";"7";"-4,4122749";"40,5951413";"";
"05/000752";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LAS ISLILLAS";"Carretera AV-705, KM. 0,200";"05460";"Ávila";"Gavilanes";"GAVILANES";"GAVILANES";"678260488";"";"";"julioislillas@hotmail.com";"www.casarurallasislillas.es";"";"";"";"8";"-4,8515851";"40,2757912";"Si";
"05/000753";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"LAS ERILLAS A";"Calle ERILLAS 26";"05490";"Ávila";"Lanzahíta";"LANZAHITA";"LANZAHITA";"652460363";"";"";"";"";"";"";"";"8";"-4,9342872";"40,2028249";"";
"05/000754";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"LAS ERILLAS B";"Calle ERILLAS 26";"05490";"Ávila";"Lanzahíta";"LANZAHITA";"LANZAHITA";"635145558";"";"";"";"";"";"";"";"6";"-4,9342872";"40,2028249";"";
"40/000302";"Casa Rural";"4ª - 4 Estrellas";"LOS MOLINILLOS";"Calle LAMPARA 2";"40182";"Segovia";"Caballar";"CABALLAR";"CABALLAR";"921501234";"678525220";"921500504";"los.molinillos@hotmail.es";"www.losmolinillos.es";"";"";"";"10";"-3,9650605";"41,1192465";"Si";
"49/000193";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LAS VIRTUDES III";"Calle Vendimia 19";"49216";"Zamora";"Bermillo de Sayago";"TORREFRADES";"TORREFRADES";"618123226";"675229297";"";"casasruraleslasvirtudes.zamora@gmail.com";"";"";"";"";"5";"-6,0563671";"41,3458615";"Si";
"09/000353";"Casa Rural";"3ª - 3 Estrellas";"CAPRIATA";"Calle Real, 10";"09348";"Burgos";"Lerma";"REVILLA-CABRIADA";"REVILLA-CABRIADA";"947277437";"690724418";"";"faalerma@hotmail.com";"";"";"";"";"11";"-3,7035189";"42,0010759";"Si";
"09/000354";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA PARRALA I";"Carretera N-1, Nº 11, KM. 156";"09471";"Burgos";"Fuentespina";"FUENTESPINA";"FUENTESPINA";"630637697";"";"";"info@laparrala.es";"www.laparrala.es";"";"";"";"8";"-3,6872477";"41,6323367";"Si";
"09/000355";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA PARRALA II";"Carretera N. I, Nº 11, Km. 156";"09471";"Burgos";"Fuentespina";"FUENTESPINA";"FUENTESPINA";"630637967";"";"";"info@laparrala.es";"www.laparrala.es";"";"";"";"8";"-3,6872477";"41,6323367";"";
"34/000243";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"LA CORVA";"Calle GRANDE 20";"34887";"Palencia";"Triollo";"TRIOLLO";"TRIOLLO";"979866211";"661297427";"630833618";"biocasascp@gmail.com";"www.lapardaylacorva.es";"";"";"";"6";"-4,6637177";"42,9430782";"";
"42/000237";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASA DEL ACEBO";"Calle REAL 49";"42151";"Soria";"Arévalo de la Sierra";"AREVALO DE LA SIERRA";"AREVALO DE LA SIERRA";"659183033";"";"";"info@casadelacebo.es";"www.casadelacebo.es";"";"";"";"4";"-2,3672283";"41,9311439";"";
"05/000755";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"EL HORNO DE RINCONADA I";"Calle EL POZO 6";"05145";"Ávila";"Muñico";"RINCONADA";"RINCONADA";"647719666";"";"";"reservas@elhornoderinconada.com";"www.elhornoderinconada.com";"";"";"";"15";"-5,0283793";"40,7067332";"Si";
"05/000756";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL HORNO DE RINCONADA II";"Calle CORRAL DEL CONCEJO 7";"05145";"Ávila";"Muñico";"RINCONADA";"RINCONADA";"647719666";"";"";"reservas@elhornoderinconada.com";"www.elhornoderinconada.com";"";"";"";"4";"-5,0283793";"40,7067332";"Si";
"47/000151";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL HERRADERO";"Calle NICOLÁS RODRÍGUEZ 48";"47816";"Valladolid";"Montealegre de Campos";"MONTEALEGRE DE CAMPOS";"MONTEALEGRE DE CAMPOS";"983718264";"608707481";"676722402";"elherradero@hotmail.es";"www.encantomedieval.com";"";"";"";"6";"-4,900222";"41,9020542";"";
"47/000152";"Hotel Rural";"4ª - 4 Estrellas";"ENCANTO MEDIEVAL";"Calle C/ SANTA MARÍA, S/N";"47816";"Valladolid";"Montealegre de Campos";"MONTEALEGRE DE CAMPOS";"MONTEALEGRE DE CAMPOS";"676722402";"617671798";"";"encantomedieval@hotmail.com";"";"";"";"";"11";"-4,8976704";"41,9012498";"";
"40/000303";"Casa Rural";"3ª - 3 Estrellas";"LA FINCA  DEL POZO";"Calle MIRASIERRA 3";"40141";"Segovia";"Abades";"ABADES";"ABADES";"921437725";"605593324";"921049898";"LAFINCADELPOZO@GMAIL.COM";"";"";"";"";"7";"-4,2674943";"40,914784";"Si";
"24/000451";"Hotel Rural";"2ª - 2 Estrellas";"LOS ARGÜELLOS";"Calle SAN MAMES 2";"24843";"León";"Valdelugueros";"LUGUEROS";"LUGUEROS";"681189671";"";"";"";"";"";"";"";"30";"-5,4135979";"42,9722555";"Si";
"09/000356";"Casa Rural de Alojamiento Compartido";"3ª - 3 Estrellas";"LA ERA DE AVELINO";"Calle Real 6";"09540";"Burgos";"Valle de Tobalina";"QUINTANA MARIA";"QUINTANA MARIA";"680544290";"";"";"pilarcf10@yahoo.es";"www.laeradeavelino.com";"";"";"";"6";"-3,3260457";"42,8023752";"";
"42/000238";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"BAYUBAS";"Calle REAL 21";"42366";"Soria";"Bayubas de Abajo";"BAYUBAS DE ABAJO";"BAYUBAS DE ABAJO";"685772505";"975123637";"";"casaruralcallereal@hotmail.com";"www.casaruralbayubas.com";"";"";"";"6";"-2,8927178";"41,4827791";"";
"42/000239";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASONA TIO PAS";"Calle LA ESCUELA";"42145";"Soria";"Cidones";"VILLAVERDE DEL MONTE";"VILLAVERDE DEL MONTE";"975270303";"";"";"casonatiopas@telefonica.net";"www.casonatiopas.com";"";"";"";"9";"-2,6397314";"41,8142832";"";
"42/000240";"Casa Rural";"3ª - 3 Estrellas";"LA ESPADAÑA";"Calle REAL 13";"42330";"Soria";"San Esteban de Gormaz";"REJAS DE SAN ESTEBAN";"REJAS DE SAN ESTEBAN";"619357089";"975350605";"";"info@laespadanarural.com";"www.laespadanarural.com";"";"";"";"11";"-3,2154112";"41,4629432";"Si";
"42/000241";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL ENEBRAL II";"Calle BAJERA 15";"42141";"Soria";"Nafría de Ucero";"NAFRIA DE UCERO";"NAFRIA DE UCERO";"660216419";"";"";"el_enebral@yahoo.es";"";"";"";"";"7";"-3,1043307";"41,7069034";"";
"49/000195";"Posada";"5ª - 5 Estrellas";"LA PASCASIA";"Calle Costanilla 11";"49300";"Zamora";"Puebla de Sanabria";"PUEBLA DE SANABRIA";"PUEBLA DE SANABRIA";"980620242";"617999388";"";"lapascasia@gmail.com";"www.lapascasia.com";"";"";"Si";"14";"-6,3801";"42,031";"Si";
"47/000153";"Posada";"3ª - 3 Estrellas";"POSADA DE LAS ESENCIAS";"Calle TOMÁS BAYÓN, 23";"47491";"Valladolid";"Seca (La)";"SECA (LA)";"SECA (LA)";"606006094";"";"";"fransebasp@gmail.com";"www.posadadelasesencias.com";"";"";"";"28";"-4,9059022";"41,4134976";"Si";
"47/000154";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"VILLA CALERA";"Calle SANTÍSIMO CRISTO 13";"47490";"Valladolid";"Rueda";"RUEDA";"RUEDA";"696276827";"983791364";"";"turismorural@villacalera.com";"www.villacalera.com";"";"";"";"8";"-4,9599471";"41,41242";"";
"47/000155";"Casa Rural";"3ª - 3 Estrellas";"EL TEMPLO";"Calle  DERECHA 80";"47680";"Valladolid";"Mayorga";"MAYORGA";"MAYORGA";"606799878";"646523599";"983402897";"casaruraltemplo@gmail.com";"";"";"";"";"10";"-5,2663174";"42,1673193";"";
"24/000452";"Hotel Rural";"3ª - 3 Estrellas";"HOSPEDERIA LOS REALES";"Calle LAS HUERGAS S/N";"24270";"León";"Carrizo";"CARRIZO DE LA RIBERA";"CARRIZO DE LA RIBERA";"649343865";"";"";"";"";"";"";"";"18";"-5,8572095";"42,587676";"";
"09/000357";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"ATLANTIDA";"Calle FLORENCIO DE VALERANICA 45";"09341";"Burgos";"Tordómar";"TORDOMAR";"TORDOMAR";"616071079";"";"";"info@atlantidarural.com";"www.atlantidarural.com";"";"";"";"12";"-3,871503";"42,043368";"";
"05/000757";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"LA BELLOTA";"Paraje PUENTE NUEVA";"05113";"Ávila";"Burgohondo";"BURGOHONDO";"BURGOHONDO";"920283232";"679927535";"";"";"";"";"";"";"10";"";"";"Si";
"40/000306";"Casa Rural";"5ª - 5 Estrellas";"LA MARIANÁ";"Calle PEÑALARA 8";"40194";"Segovia";"Trescasas";"TRESCASAS";"TRESCASAS";"609265188";"609265188";"";"lamariana@lamariana.es";"www.lamarianá";"";"";"";"8";"";"";"Si";
"37/000469";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"MARICARMEN";"Calle LA MUSICA 2";"37797";"Salamanca";"Calzada de Valdunciel";"CALZADA DE VALDUNCIEL";"CALZADA DE VALDUNCIEL";"923310101";"695174771";"";"info@casasruralmaricarmen.net";"www.casasruralmaricarmen.net";"";"";"";"10";"";"";"";
"40/000307";"Casa Rural";"3ª - 3 Estrellas";"CASA JACINTA";"Calle  IGLESIA 32";"40197";"Segovia";"San Cristóbal de Segovia";"SAN CRISTOBAL DE SEGOVIA";"SAN CRISTOBAL DE SEGOVIA";"921406507";"";"";"deliadeandres@hotmail.com";"www.casajacinta.es";"";"";"";"6";"";"";"";
"24/000453";"Hotel Rural";"2ª - 2 Estrellas";"HOSTERIA CASA FLOR";"Carretera  SANTA COLOMBA 52";"24718";"León";"Astorga";"MURIAS DE RECHIVALDO";"MURIAS DE RECHIVALDO";"987603148";"609478323";"";"rodkiko@gmail.com";"www.hosteriacasaflor.com";"";"";"";"16";"";"";"Si";
"24/000454";"Casa Rural de Alquiler";"1ª - 1 Estrella";"LA MATA";"Calle LA MATA 84";"24884";"León";"Valderrueda";"MORGOVEJO";"MORGOVEJO";"987715378";"636792333";"";"";"www.casarurallamata.com";"";"";"";"8";"";"";"Si";
"24/000455";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASA LARA I";"Calle LA IGLESIA 3";"24887";"León";"Valderrueda";"SAN MARTIN DE VALDETUEJAR";"SAN MARTIN DE VALDETUEJAR";"626002400";"";"";"info@casalara.es";"www.casalara.es";"";"";"";"4";"";"";"Si";
"24/000456";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASA LARA II";"Calle LA IGLESIA 3";"24887";"León";"Valderrueda";"SAN MARTIN DE VALDETUEJAR";"SAN MARTIN DE VALDETUEJAR";"626002400";"";"";"info@casalara.es";"www.casalara.es";"";"";"";"4";"";"";"Si";
"47/000156";"Posada";"3ª - 3 Estrellas";"PLAZA MAYOR DE ALAEJOS";"Plaza  MAYOR 18";"47510";"Valladolid";"Alaejos";"ALAEJOS";"ALAEJOS";"616849801";"";"";"posadap.m.alaejos@hotmail.com";"";"";"";"";"13";"";"";"Si";
"05/000758";"Hotel Rural";"4ª - 4 Estrellas";"LOS MOLINILLOS";"Calle CTRA. DE MOMBELTRÁN 23";"05416";"Ávila";"Arenal (El)";"ARENAL (EL)";"ARENAL (EL)";"920375209";"647543675";"";"losmolinillos@gmail.com";"www.hotelrurallosmolinillos.com";"";"";"";"34";"-5,081981";"40,268524";"Si";
"42/000243";"Casa Rural";"4ª - 4 Estrellas";"PORTAL DE NUMANCIA II";"Calle PONTON 4";"42162";"Soria";"Garray";"GARRAY";"GARRAY";"975252064";"";"";"info@portaldenumancia.com";"www.portaldenumancia.com";"";"";"";"16";"";"";"Si";
"05/000759";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"LA CIJA";"Calle MOLINO 7";"05280";"Ávila";"Mingorría";"ZORITA DE LOS MOLINOS";"ZORITA DE LOS MOLINOS";"649440251";"";"";"fgpacho777@gmail.com";"www.zoritarural.com";"";"";"";"8";"";"";"";
